TOPIC,SUBTOPIC,SUBTOPIC_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_UCI,ESTIMATE_LCI,FLAG,FOOTNOTE_ID_LIST
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"Black only, non-Hispanic",11,67,"Percent of population, crude",0,2017-2018,10,24.2,2,28.8,20,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,68,"Percent of population, crude",0,1999-2000,1,11,1.3,14.1,8.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,68,"Percent of population, crude",0,2001-2002,2,13.8,1.5,17.4,10.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,68,"Percent of population, crude",0,2003-2004,3,16.4,1.8,20.7,12.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,68,"Percent of population, crude",0,2005-2006,4,12.8,1.8,17.3,9.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,68,"Percent of population, crude",0,2007-2008,5,15.3,2,20.1,11.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,68,"Percent of population, crude",0,2009-2010,6,14,1.2,16.7,11.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,68,"Percent of population, crude",0,2011-2012,7,14.1,1.7,18.2,10.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,68,"Percent of population, crude",0,2013-2014,8,15.3,1.7,19.3,11.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,68,"Percent of population, crude",0,2015-2016,9,14.1,1.1,16.7,11.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Race and Hispanic origin,2,2,"White only, non-Hispanic",12,68,"Percent of population, crude",0,2017-2018,10,16.1,1.5,19.6,13.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Female,13,69,"Percent of population, crude",0,1999-2000,1,13.8,1.1,16.4,11.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Female,13,69,"Percent of population, crude",0,2001-2002,2,14.3,1.3,17.4,11.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Female,13,69,"Percent of population, crude",0,2003-2004,3,16,1.4,19.4,13,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Female,13,69,"Percent of population, crude",0,2005-2006,4,14.9,1.6,18.6,11.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Female,13,69,"Percent of population, crude",0,2007-2008,5,15.9,1.5,19.4,12.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Female,13,69,"Percent of population, crude",0,2009-2010,6,15,0.8,17,13.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Female,13,69,"Percent of population, crude",0,2011-2012,7,17.2,1.2,19.9,14.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Female,13,69,"Percent of population, crude",0,2013-2014,8,17.1,1.6,20.8,13.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Female,13,69,"Percent of population, crude",0,2015-2016,9,17.8,1.2,20.6,15.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Female,13,69,"Percent of population, crude",0,2017-2018,10,18,1.4,21.4,15,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Male,14,70,"Percent of population, crude",0,1999-2000,1,14,1.2,16.8,11.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Male,14,70,"Percent of population, crude",0,2001-2002,2,16.4,1,18.7,14.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Male,14,70,"Percent of population, crude",0,2003-2004,3,18.2,1.5,21.5,15.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Male,14,70,"Percent of population, crude",0,2005-2006,4,15.9,1.5,19.5,12.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Male,14,70,"Percent of population, crude",0,2007-2008,5,17.7,1.4,20.9,14.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Male,14,70,"Percent of population, crude",0,2009-2010,6,18.6,1.1,21.1,16.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Male,14,70,"Percent of population, crude",0,2011-2012,7,16.7,1.4,19.8,13.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Male,14,70,"Percent of population, crude",0,2013-2014,8,17.2,1.3,20.1,14.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Male,14,70,"Percent of population, crude",0,2015-2016,9,19.1,1.7,23,15.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Demographic Characteristic,1,Sex,3,3,Male,14,70,"Percent of population, crude",0,2017-2018,10,20.5,1.1,22.9,18.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 2-5 years,31,71,"Percent of population, crude",0,1999-2000,1,11.2,2.5,17.8,6.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 2-5 years,31,71,"Percent of population, crude",0,2001-2002,2,10.5,1.8,15.1,6.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 2-5 years,31,71,"Percent of population, crude",0,2003-2004,3,12.7,2.5,19.1,7.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 2-5 years,31,71,"Percent of population, crude",0,2005-2006,4,11,1.2,14.5,8.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 2-5 years,31,71,"Percent of population, crude",0,2007-2008,5,10.9,2.1,16.2,6.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 2-5 years,31,71,"Percent of population, crude",0,2009-2010,6,9.6,1.7,13.8,6.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 2-5 years,31,71,"Percent of population, crude",0,2011-2012,7,7.2,2.1,13,3.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 2-5 years,31,71,"Percent of population, crude",0,2013-2014,8,10,1.3,13.7,7.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 2-5 years,31,71,"Percent of population, crude",0,2015-2016,9,13.5,1.7,17.6,10.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 2-5 years,31,71,"Percent of population, crude",0,2017-2018,10,12.2,1.4,16.5,8.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 6-11 years,32,72,"Percent of population, crude",0,1999-2000,1,14.3,2.1,19.6,10.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 6-11 years,32,72,"Percent of population, crude",0,2001-2002,2,14.8,2.3,20.6,10.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 6-11 years,32,72,"Percent of population, crude",0,2003-2004,3,17.6,1.3,21.5,14.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 6-11 years,32,72,"Percent of population, crude",0,2005-2006,4,14.1,2.4,20,9.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 6-11 years,32,72,"Percent of population, crude",0,2007-2008,5,18,2.1,22.9,13.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 6-11 years,32,72,"Percent of population, crude",0,2009-2010,6,15.7,1,19.2,12.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 6-11 years,32,72,"Percent of population, crude",0,2011-2012,7,19.1,1.7,22.9,15.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 6-11 years,32,72,"Percent of population, crude",0,2013-2014,8,15.9,1.9,20.4,12,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 6-11 years,32,72,"Percent of population, crude",0,2015-2016,9,16.3,1.8,20.7,12.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 6-11 years,32,72,"Percent of population, crude",0,2017-2018,10,19.2,2.1,24,14.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 12-19 years,33,73,"Percent of population, crude",0,1999-2000,1,14.8,1,17.2,12.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 12-19 years,33,73,"Percent of population, crude",0,2001-2002,2,15.7,1.9,20.1,11.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 12-19 years,33,73,"Percent of population, crude",0,2003-2004,3,16.4,2.3,21.9,11.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 12-19 years,33,73,"Percent of population, crude",0,2005-2006,4,17.3,2.1,22.2,13.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 12-19 years,33,73,"Percent of population, crude",0,2007-2008,5,16.8,2,21.4,12.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 12-19 years,33,73,"Percent of population, crude",0,2009-2010,6,17.1,1.3,20.6,13.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 12-19 years,33,73,"Percent of population, crude",0,2011-2012,7,20.7,2,25.2,16.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 12-19 years,33,73,"Percent of population, crude",0,2013-2014,8,21.4,3.2,29.3,14.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 12-19 years,33,73,"Percent of population, crude",0,2015-2016,9,20.9,2,25.6,16.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Female: 12-19 years,33,73,"Percent of population, crude",0,2017-2018,10,19.9,2.2,25,15.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 2-5 years,34,74,"Percent of population, crude",0,1999-2000,1,9.5,2.3,15.6,5.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 2-5 years,34,74,"Percent of population, crude",0,2001-2002,2,10.7,2.4,16.9,6.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 2-5 years,34,74,"Percent of population, crude",0,2003-2004,3,15.1,1.7,19.3,11.5,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 2-5 years,34,74,"Percent of population, crude",0,2005-2006,4,10.4,1.7,14.7,6.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 2-5 years,34,74,"Percent of population, crude",0,2007-2008,5,9.3,1.5,12.9,6.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 2-5 years,34,74,"Percent of population, crude",0,2009-2010,6,14.4,1.8,18.7,10.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 2-5 years,34,74,"Percent of population, crude",0,2011-2012,7,9.5,1.9,14.3,5.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 2-5 years,34,74,"Percent of population, crude",0,2013-2014,8,8.8,2,14.2,4.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 2-5 years,34,74,"Percent of population, crude",0,2015-2016,9,14.3,1.2,18.4,10.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 2-5 years,34,74,"Percent of population, crude",0,2017-2018,10,14.7,1.8,19.4,10.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 6-11 years,35,75,"Percent of population, crude",0,1999-2000,1,15.8,1.8,20.1,12.2,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 6-11 years,35,75,"Percent of population, crude",0,2001-2002,2,17.5,1.9,22,13.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 6-11 years,35,75,"Percent of population, crude",0,2003-2004,3,19.9,2,24.6,15.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 6-11 years,35,75,"Percent of population, crude",0,2005-2006,4,16.2,2.5,22.4,11.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 6-11 years,35,75,"Percent of population, crude",0,2007-2008,5,21.2,1.6,25,17.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 6-11 years,35,75,"Percent of population, crude",0,2009-2010,6,20.1,1,23.8,16.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 6-11 years,35,75,"Percent of population, crude",0,2011-2012,7,16.4,1.8,20.7,12.7,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 6-11 years,35,75,"Percent of population, crude",0,2013-2014,8,18.8,2.4,24.6,13.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 6-11 years,35,75,"Percent of population, crude",0,2015-2016,9,20.4,2.1,25.4,16,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 6-11 years,35,75,"Percent of population, crude",0,2017-2018,10,21.3,2.3,26.7,16.6,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 12-19 years,36,76,"Percent of population, crude",0,1999-2000,1,14.8,1.3,18,12.1,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 12-19 years,36,76,"Percent of population, crude",0,2001-2002,2,17.6,1.3,20.6,14.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 12-19 years,36,76,"Percent of population, crude",0,2003-2004,3,18.2,1.9,22.7,14.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 12-19 years,36,76,"Percent of population, crude",0,2005-2006,4,18.2,2.4,24,13.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 12-19 years,36,76,"Percent of population, crude",0,2007-2008,5,19.3,2.2,24.4,14.8,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 12-19 years,36,76,"Percent of population, crude",0,2009-2010,6,19.6,2.3,25,14.9,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 12-19 years,36,76,"Percent of population, crude",0,2011-2012,7,20.3,2.4,25.9,15.4,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
"Obesity, measured in children",,,Multiple Characteristics,5,Sex and age group,4,4,Male: 12-19 years,36,76,"Percent of population, crude",0,2013-2014,8,19.8,2.2,25,15.3,,"FN_NHANESCHRONIC01,FN_NHANESCHRONIC06,NT_NHANES00,SC_NHANES03,SC_NHANES04"
